listingId,name,roomType,pricePerNight,currency,rating,reviewsCount,isSuperhost,latitude,longitude,url
1684792188929784281,"Liberdade chic Flat-BBQ terrace,parking,city Views",Apartment,439.34,USD,,,False,38.71613,-9.14285,https://www.airbnb.com/rooms/1684792188929784281
1742328435423505314,Lisbon private spa oasis,Home,370.99,USD,,,False,38.7431,-9.2024,https://www.airbnb.com/rooms/1742328435423505314
1446226703959014041,Bright & Stylish Alfama/2 bedrooms & 2 bathrooms,Apartment,370.01,USD,5,15,False,38.70973,-9.13009,https://www.airbnb.com/rooms/1446226703959014041
1716166654093369939,Almargem Apartment G,Apartment,243.56,USD,5,5,False,38.70867,-9.13296,https://www.airbnb.com/rooms/1716166654093369939
665908702547862908,Libest Ribeira 12 -Time Out Mkt - ELEGANT & MODERN,Apartment,695.25,USD,4.98,97,False,38.70708,-9.14605,https://www.airbnb.com/rooms/665908702547862908
1649354560277640480,Saldanha Penthouse,Apartment,569.6,USD,,,False,38.73914,-9.14931,https://www.airbnb.com/rooms/1649354560277640480
